account_id,created_at,creator_id,members,company_size,status,first_plan,last_plan,first_date_mrr,last_date_mrr,seats
3074457346459742724,2019-02-17 14:25:40 UTC,3074457346459791709,1,,,,,,,
3074457346483693584,2019-02-28 22:39:33 UTC,3074457346473753521,1,,,,,,,
3074457346462430986,2019-02-18 23:16:29 UTC,3074457346462400224,1,,,,,,,
3074457346452759614,2019-02-13 14:37:55 UTC,3074457346452692268,1,,,,,,,
3074457346479875119,2019-02-27 13:13:52 UTC,3074457346479844267,1,,,,,,,
3074457346452814601,2019-02-13 15:32:52 UTC,3074457346452814508,1,,,,,,,
3074457346448697650,2019-02-11 19:10:44 UTC,3074457346448697619,1,,,,,,,
3074457346456283579,2019-02-15 05:30:36 UTC,3074457346456275308,1,,,,,,,
3074457346468129912,2019-02-21 12:25:53 UTC,3074457346468135857,1,,,,,,,
3074457346450842382,2019-02-12 17:43:33 UTC,3074457346450927800,1,,,,,,,
3074457346439083720,2019-02-06 15:35:57 UTC,3074457346439100062,1,,,,,,,
3074457346446704457,2019-02-10 22:39:25 UTC,3074457346446741375,1,,,,,,,
3074457346469169048,2019-02-21 18:48:26 UTC,3074457346469169042,1,,,,,,,
3074457346462446792,2019-02-18 23:36:14 UTC,3074457346462400468,1,,,,,,,
3074457346438104027,2019-02-06 08:29:20 UTC,3074457346438076153,1,,,,,,,
3074457346437965267,2019-02-06 06:16:04 UTC,3074457346430784446,1,,,,,,,
3074457346468774575,2019-02-21 16:07:19 UTC,3074457346468751336,1,,,,,,,
3074457346458280438,2019-02-16 10:20:33 UTC,3074457346458421493,1,,,,,,,
3074457346481642726,2019-02-28 05:03:26 UTC,3074457346481642722,1,,,,,,,
3074457346447418660,2019-02-11 10:36:40 UTC,3074457346447384865,1,,,,,,,
3074457346449733638,2019-02-12 10:43:51 UTC,3074457346449721804,1,,,,,,,
3074457346479200234,2019-02-27 07:12:41 UTC,3074457346479216328,1,,,,,,,
3074457346474053016,2019-02-25 02:56:49 UTC,3074457346474081789,1,,,,,,,
3074457346454208279,2019-02-14 06:15:39 UTC,3074457346454208277,1,,,,,,,
3074457346454228387,2019-02-14 06:26:31 UTC,3074457346454228386,1,,,,,,,
3074457346442388256,2019-02-08 00:41:59 UTC,3074457346442353441,1,,,,,,,
3074457346447335918,2019-02-11 09:49:07 UTC,3074457346447307834,1,,,,,,,
3074457346446866962,2019-02-11 01:56:25 UTC,3074457346446864943,1,,,,,,,
3074457346480228839,2019-02-27 14:26:32 UTC,3074457346480223444,1,,,,,,,
3074457346445565268,2019-02-09 22:08:30 UTC,3074457346445565266,1,,,,,,,
3074457346460156155,2019-02-17 21:17:34 UTC,3074457346460201641,1,,,,,,,
3074457346456804229,2019-02-15 11:52:36 UTC,3074457346456731405,1,,,,,,,
3074457346450176577,2019-02-12 14:14:55 UTC,3074457346450176571,1,,,,,,,
3074457346444447173,2019-02-08 22:55:38 UTC,3074457346444440935,1,,,,,,,
3074457346477009941,2019-02-26 10:28:16 UTC,3074457346477023793,1,,,,,,,
3074457346457855384,2019-02-15 19:20:21 UTC,3074457346457875737,1,,,,,,,
3074457346471586268,2019-02-22 21:49:44 UTC,3074457346471586263,1,,,,,,,
3074457346467899865,2019-02-21 10:08:51 UTC,3074457346467829777,1,,,,,,,
3074457346430417848,2019-02-01 16:46:16 UTC,3074457346430447264,1,,,,,,,
3074457346435929614,2019-02-05 10:08:43 UTC,3074457346435911500,1,,,,,,,
3074457346443937829,2019-02-08 17:05:39 UTC,3074457346443695525,1,,,,,,,
3074457346465278588,2019-02-20 08:32:30 UTC,3074457346465313948,1,,,,,,,
3074457346434898110,2019-02-04 18:43:41 UTC,3074457346434894467,1,,,,,,,
3074457346437550087,2019-02-05 21:30:20 UTC,3074457346437524147,1,,,,,,,
3074457346480333410,2019-02-27 15:13:14 UTC,3074457346479844257,1,,,,,,,
3074457346463246459,2019-02-19 12:10:12 UTC,3074457346462350827,1,,,,,,,
3074457346456461324,2019-02-15 08:48:13 UTC,3074457346456490136,1,,,,,,,
3074457346472718312,2019-02-24 00:05:13 UTC,3074457346472741243,1,,,,,,,
3074457346452313589,2019-02-13 11:52:47 UTC,3074457346452288124,1,,,,,,,
3074457346465213262,2019-02-20 07:58:51 UTC,3074457346465186474,1,,,,,,,
3074457346471394801,2019-02-22 19:01:14 UTC,3074457346121239126,1,,,,,,,
3074457346464362139,2019-02-19 18:41:26 UTC,3074457346464362137,1,,,,,,,
3074457346447371362,2019-02-11 10:30:26 UTC,3074457346447400205,1,,,,,,,
3074457346440055060,2019-02-06 23:28:01 UTC,116423845,1,,,,,,,
3074457346481719583,2019-02-28 07:39:16 UTC,3074457346481468289,1,,,,,,,
3074457346454229653,2019-02-14 06:27:01 UTC,3074457346454229652,1,,,,,,,
3074457346446496267,2019-02-10 17:41:08 UTC,3074457346446496261,1,,,,,,,
3074457346464172958,2019-02-19 17:19:33 UTC,3074457346464172956,1,,,,,,,
3074457346480926335,2019-02-27 18:23:36 UTC,3074457346480894492,1,,,,,,,
3074457346455551610,2019-02-14 17:17:20 UTC,3074457346455525744,1,,,,,,,
3074457346461892429,2019-02-18 17:55:43 UTC,3074457346461929913,1,,,,,,,
3074457346483095156,2019-02-28 17:11:35 UTC,3074457346483104187,1,,,,,,,
3074457346444217749,2019-02-08 19:19:13 UTC,3074457346444192154,1,,,,,,,
3074457346438378729,2019-02-06 11:12:04 UTC,3074457346438368058,1,,,,,,,
3074457346468000221,2019-02-21 10:59:25 UTC,3074457346467985914,1,,,,,,,
3074457346479550428,2019-02-27 11:01:18 UTC,3074457346163892855,1,,,,,,,
3074457346462868621,2019-02-19 08:24:00 UTC,3074457346462823433,1,,,,,,,
3074457346438232649,2019-02-06 09:48:39 UTC,3074457346438226084,1,,,,,,,
3074457346431494751,2019-02-02 13:22:24 UTC,3074457346431452447,1,,,,,,,
3074457346448415324,2019-02-11 17:37:36 UTC,3074457346448426184,1,,,,,,,
3074457346446561519,2019-02-10 19:36:34 UTC,3074457346446623046,1,,,,,,,
3074457346466939290,2019-02-20 19:59:05 UTC,3074457346466939288,1,,,,,,,
3074457346473865748,2019-02-24 20:58:20 UTC,3074457346473868338,1,,,,,,,
3074457346480778751,2019-02-27 17:25:17 UTC,3074457346480771953,1,,,,,,,
3074457346438294911,2019-02-06 10:44:21 UTC,3074457346438301299,1,,,,,,,
3074457346465574044,2019-02-20 10:57:40 UTC,3074457346465591975,1,,,,,,,
3074457346452155590,2019-02-13 10:40:48 UTC,3074457346452203982,1,,,,,,,
3074457346455194027,2019-02-14 15:33:38 UTC,111699426,1,,,,,,,
3074457346456642381,2019-02-15 10:41:07 UTC,3074457346456655972,1,,,,,,,
3074457346430804571,2019-02-01 20:23:46 UTC,3074457346430804569,1,,,,,,,
3074457346463350940,2019-02-19 12:39:52 UTC,3074457346463316944,1,,,,,,,
3074457346454227902,2019-02-14 06:26:17 UTC,3074457346002157945,1,,,,,,,
3074457346455223781,2019-02-14 15:25:00 UTC,3074457346455173333,1,,,,,,,
3074457346435134580,2019-02-04 21:47:04 UTC,3074457346435175208,1,,,,,,,
3074457346454230142,2019-02-14 06:27:13 UTC,3074457346454230141,1,,,,,,,
3074457346456605448,2019-02-15 10:26:43 UTC,3074457345920637067,1,,,,,,,
3074457346474439801,2019-02-25 08:52:48 UTC,3074457346474394037,1,,,,,,,
3074457346453631224,2019-02-13 20:35:00 UTC,3074457346453610523,1,,,,,,,
3074457346458175937,2019-02-16 04:48:04 UTC,3074457346458175935,1,,,,,,,
3074457346436419434,2019-02-05 14:30:52 UTC,3074457346436426484,1,,,,,,,
3074457346447400436,2019-02-11 10:32:08 UTC,3074457346447299201,1,,,,,,,
3074457346451152799,2019-02-12 19:28:58 UTC,3074457346451162670,1,,,,,,,
3074457346442019212,2019-02-07 19:35:20 UTC,3074457346442042489,1,,,,,,,
3074457346429558564,2019-02-01 09:36:57 UTC,3074457346427682655,1,,,,,,,
3074457346454966985,2019-02-14 14:02:00 UTC,3074457346454966983,1,,,,,,,
3074457346467929519,2019-02-21 10:53:30 UTC,3074457346467948399,1,,,,,,,
3074457346462158714,2019-02-18 19:34:11 UTC,3074457346462088427,1,,,,,,,
3074457346476630292,2019-02-26 06:39:46 UTC,3074457346476288616,1,,,,,,,
3074457346457278322,2019-02-15 15:23:57 UTC,3074457346457278320,1,,,,,,,
3074457346430648969,2019-02-01 18:25:35 UTC,3074457346425665549,1,,,,,,,
3074457346473244302,2019-02-24 13:22:32 UTC,3074457345953479571,1,,,,,,,
3074457346465744439,2019-02-20 12:34:04 UTC,3074457346465720502,1,,,,,,,
3074457346436689719,2019-02-05 15:18:49 UTC,3074457346436663969,1,,,,,,,
3074457346477150278,2019-02-26 12:01:27 UTC,3074457346477154775,1,,,,,,,
3074457346470346640,2019-02-22 11:23:45 UTC,3074457346470337802,1,,,,,,,
3074457346454227896,2019-02-14 06:26:17 UTC,3074457346454227895,1,,,,,,,
3074457346439960631,2019-02-06 22:07:21 UTC,3074457346416141654,1,,,,,,,
3074457346464822233,2019-02-19 23:48:24 UTC,3074457346464815754,1,,,,,,,
3074457346451722488,2019-02-13 04:03:58 UTC,3074457346451722461,1,,,,,,,
3074457346467072096,2019-02-20 21:41:51 UTC,3074457346467072093,1,,,,,,,
3074457346439698747,2019-02-06 19:33:15 UTC,3074457346438803348,1,,,,,,,
3074457346458807410,2019-02-16 15:44:40 UTC,3074457346458709140,1,,,,,,,
3074457346452806916,2019-02-13 15:06:09 UTC,3074457346452048809,1,,,,,,,
3074457346446266420,2019-02-10 15:44:13 UTC,3074457346446285289,1,,,,,,,
3074457346434298598,2019-02-04 15:27:49 UTC,3074457346434405445,1,,,,,,,
3074457346468662029,2019-02-21 15:27:58 UTC,3074457345795551264,1,,,,,,,
3074457346441336160,2019-02-07 15:25:46 UTC,3074457346436381805,1,,,,,,,
3074457346481966368,2019-02-28 09:59:32 UTC,3074457346467830144,1,,,,,,,
3074457346453508116,2019-02-13 18:58:01 UTC,3074457346453503604,1,,,,,,,
3074457346449492453,2019-02-12 09:16:39 UTC,3074457346449529252,1,,,,,,,
3074457346444470206,2019-02-08 23:38:07 UTC,3074457346444441375,1,,,,,,,
3074457346473607328,2019-02-24 16:40:58 UTC,3074457346473550430,1,,,,,,,
3074457346454228227,2019-02-14 06:26:26 UTC,3074457346454228226,1,,,,,,,
3074457346435577001,2019-02-05 05:48:10 UTC,3074457346435576978,1,,,,,,,
3074457346440576663,2019-02-07 09:44:16 UTC,3074457346440451544,1,,,,,,,
3074457346454228986,2019-02-14 06:26:46 UTC,3074457346454228985,1,,,,,,,
3074457346467485503,2019-02-21 05:22:02 UTC,3074457346467482606,1,,,,,,,
3074457346465887815,2019-02-20 13:16:45 UTC,3074457346465887812,1,,,,,,,
3074457346459518079,2019-02-17 11:32:54 UTC,3074457346459518075,1,,,,,,,
3074457346454704796,2019-02-14 12:00:31 UTC,3074457346454662314,1,,,,,,,
3074457346474028914,2019-02-25 01:51:57 UTC,3074457346473627634,1,,,,,,,
3074457346455726296,2019-02-14 18:53:32 UTC,3074457346455726293,1,,,,,,,
3074457346435599185,2019-02-05 06:21:48 UTC,3074457346435608032,1,,,,,,,
3074457346472870838,2019-02-24 03:41:20 UTC,3074457346472870836,1,,,,,,,
3074457346429525098,2019-02-01 09:12:40 UTC,3074457346429499335,1,,,,,,,
3074457346465178637,2019-02-20 07:01:19 UTC,3074457346465087423,1,,,,,,,
3074457346435371238,2019-02-05 01:20:44 UTC,3074457346435371232,1,,,,,,,
3074457346472879374,2019-02-24 07:35:02 UTC,3074457346472899264,1,,,,,,,
3074457346455127148,2019-02-14 14:58:49 UTC,3074457346455158634,1,,,,,,,
3074457346469891408,2019-02-22 08:03:41 UTC,3074457346469998761,1,,,,,,,
3074457346438953603,2019-02-06 15:30:35 UTC,3074457346438964377,1,,,,,,,
3074457346444385262,2019-02-08 22:47:41 UTC,3074457346444408397,1,,,,,,,
3074457346451023044,2019-02-12 18:48:14 UTC,3074457346190080948,1,,,,,,,
3074457346478584979,2019-02-26 20:28:52 UTC,3074457346478610857,1,,,,,,,
3074457346440444903,2019-02-07 08:20:27 UTC,3074457346440413402,1,,,,,,,
3074457346454460455,2019-02-14 09:32:29 UTC,3074457346454460453,1,,,,,,,
3074457346467832935,2019-02-21 09:44:31 UTC,3074457346467774303,1,,,,,,,
3074457346454228297,2019-02-14 06:26:28 UTC,3074457346454228296,1,,,,,,,
3074457346482633319,2019-02-28 14:44:10 UTC,3074457346482594557,1,,,,,,,
3074457346437894855,2019-02-06 04:28:38 UTC,3074457346437894853,1,,,,,,,
3074457346446865145,2019-02-11 02:47:43 UTC,3074457346446893936,1,,,,,,,
3074457346474598543,2019-02-25 10:41:14 UTC,3074457346474654703,1,,,,,,,
3074457346474892058,2019-02-25 12:56:36 UTC,3074457346474913597,1,,,,,,,
3074457346474797790,2019-02-25 12:06:25 UTC,3074457346474754150,1,,,,,,,
3074457346454227889,2019-02-14 06:26:16 UTC,3074457346454227888,1,,,,,,,
3074457346460402447,2019-02-18 05:22:22 UTC,3074457346460433980,1,,,,,,,
3074457346453731949,2019-02-13 21:26:12 UTC,3074457346453731946,1,,,,,,,
3074457346449319813,2019-02-12 05:55:01 UTC,3074457346449318435,1,,,,,,,
3074457346446788080,2019-02-11 00:01:59 UTC,3074457346446812758,1,,,,,,,
3074457346482122002,2019-02-28 11:05:40 UTC,3074457346482077147,1,,,,,,,
3074457346438787844,2019-02-06 14:06:35 UTC,3074457345864209256,1,,,,,,,
3074457346447699848,2019-02-11 13:10:27 UTC,3074457346443858261,1,,,,,,,
3074457346465110779,2019-02-20 05:56:23 UTC,3074457346465110778,1,,,,,,,
3074457346460123810,2019-02-17 19:47:51 UTC,3074457346460123788,1,,,,,,,
3074457346451015062,2019-02-12 18:17:23 UTC,3074457346450977583,1,,,,,,,
3074457346458411056,2019-02-16 10:40:25 UTC,3074457346458356100,1,,,,,,,
3074457346448292314,2019-02-11 16:34:36 UTC,3074457346448047320,1,,,,,,,
3074457346438491739,2019-02-06 12:09:07 UTC,3074457346438461888,1,,,,,,,
3074457346436170994,2019-02-05 12:18:47 UTC,3074457346436170990,1,,,,,,,
3074457346454226715,2019-02-14 06:25:46 UTC,3074457346454226714,1,,,,,,,
3074457346474540435,2019-02-25 09:51:13 UTC,3074457346474540430,1,,,,,,,
3074457346454227314,2019-02-14 06:26:01 UTC,3074457345976015713,1,,,,,,,
3074457346460743141,2019-02-18 09:39:55 UTC,3074457346460709170,1,,,,,,,
3074457346452102335,2019-02-13 10:12:36 UTC,3074457346452122122,1,,,,,,,
3074457346447638330,2019-02-11 12:34:42 UTC,3074457346447620871,1,,,,,,,
3074457346455065844,2019-02-14 14:35:17 UTC,3074457346455065842,1,,,,,,,
3074457346461440504,2019-02-18 15:32:33 UTC,3074457346461495566,1,,,,,,,
3074457346458099558,2019-02-16 02:06:31 UTC,3074457346458175631,1,,,,,,,
3074457346448249835,2019-02-11 16:17:07 UTC,3074457346447835002,1,,,,,,,
3074457346431616262,2019-02-02 16:25:11 UTC,3074457346431694330,1,,,,,,,
3074457346456834086,2019-02-15 12:07:23 UTC,3074457346456731538,1,,,,,,,
3074457346439560430,2019-02-06 19:13:35 UTC,3074457346439606247,1,,,,,,,
3074457346472537023,2019-02-23 16:56:51 UTC,3074457346472547061,1,,,,,,,
3074457346475652168,2019-02-25 17:23:16 UTC,3074457346475582666,1,,,,,,,
3074457346436744160,2019-02-05 15:51:01 UTC,3074457346436806299,1,,,,,,,
3074457346454229660,2019-02-14 06:27:01 UTC,3074457346454229659,1,,,,,,,
3074457346455581855,2019-02-14 17:43:28 UTC,3074457346236165563,1,,,,,,,
3074457346454227110,2019-02-14 06:25:56 UTC,3074457346454227109,1,,,,,,,
3074457346444727981,2019-02-09 09:19:42 UTC,3074457346444727979,1,,,,,,,
3074457346471542971,2019-02-22 20:42:52 UTC,3074457346471542964,1,,,,,,,
3074457346466045894,2019-02-20 14:20:59 UTC,3074457346466021598,1,,,,,,,
3074457346433302832,2019-02-04 03:40:25 UTC,3074457346433302830,1,,,,,,,
3074457346439214076,2019-02-06 16:30:42 UTC,3074457346439214074,1,,,,,,,
3074457346483760080,2019-02-28 23:31:35 UTC,3074457346483724539,1,,,,,,,
3074457346466599930,2019-02-20 17:32:04 UTC,3074457346466633903,1,,,,,,,
3074457346458513094,2019-02-16 12:42:13 UTC,3074457346458513090,1,,,,,,,
3074457346433422130,2019-02-04 06:26:07 UTC,3074457346433422128,1,,,,,,,
3074457346480984621,2019-02-27 18:36:01 UTC,3074457346480966569,1,,,,,,,
3074457346450018362,2019-02-12 13:07:44 UTC,3074457346450018313,1,,,,,,,
3074457346480683279,2019-02-27 17:05:17 UTC,3074457346480668449,1,,,,,,,
3074457346445699090,2019-02-10 07:18:30 UTC,3074457346445686311,1,,,,,,,
3074457346434388005,2019-02-04 15:36:56 UTC,3074457346434429669,1,,,,,,,
3074457346460930910,2019-02-18 11:12:57 UTC,3074457346460930908,1,,,,,,,
3074457346441686774,2019-02-07 17:17:56 UTC,3074457346441541507,1,,,,,,,
3074457346455499800,2019-02-14 16:56:16 UTC,3074457346455478717,1,,,,,,,
3074457346456655776,2019-02-15 10:28:04 UTC,3074457346456597053,1,,,,,,,
3074457346432110821,2019-02-03 07:10:59 UTC,3074457346432120766,1,,,,,,,
3074457346432256132,2019-02-03 10:48:26 UTC,3074457346432148507,1,,,,,,,
3074457346432566666,2019-02-03 12:53:17 UTC,3074457346432466486,1,,,,,,,
3074457346451712815,2019-02-13 03:59:11 UTC,3074457345896999859,1,,,,,,,
3074457346440961001,2019-02-07 13:20:08 UTC,3074457346440960998,1,,,,,,,
3074457346435175515,2019-02-04 22:02:15 UTC,3074457346435175513,1,,,,,,,
3074457346464567970,2019-02-19 20:34:43 UTC,3074457346464586774,1,,,,,,,
3074457346444704376,2019-02-09 10:56:25 UTC,3074457346444669603,1,,,,,,,
3074457346461364177,2019-02-18 14:54:29 UTC,3074457346461323575,1,,,,,,,
3074457346460253759,2019-02-17 23:10:47 UTC,3074457346460228082,1,,,,,,,
3074457346454551044,2019-02-14 10:28:09 UTC,3074457346454500418,1,,,,,,,
3074457346446025089,2019-02-10 11:00:34 UTC,3074457346445932104,1,,,,,,,
3074457346447466884,2019-02-11 11:12:15 UTC,3074457346447440935,1,,,,,,,
3074457346431190881,2019-02-02 08:10:21 UTC,3074457346431190879,1,,,,,,,
3074457346460967018,2019-02-18 11:59:36 UTC,3074457346456765620,1,,,,,,,
3074457346471961177,2019-02-23 09:26:19 UTC,3074457346472000055,1,,,,,,,
3074457346465195085,2019-02-20 07:41:31 UTC,3074457346465212975,1,,,,,,,
3074457346431977895,2019-02-02 22:22:35 UTC,3074457346431977893,1,,,,,,,
3074457346447330085,2019-02-11 10:05:22 UTC,3074457346447314478,1,,,,,,,
3074457346447936893,2019-02-11 14:43:25 UTC,3074457346447936887,1,,,,,,,
3074457346436254063,2019-02-05 12:57:42 UTC,3074457346436207222,1,,,,,,,
3074457346449045463,2019-02-11 23:58:53 UTC,3074457346449061812,1,,,,,,,
3074457346478517564,2019-02-26 19:54:42 UTC,3074457346478531776,1,,,,,,,
3074457346459662776,2019-02-17 13:42:22 UTC,3074457346459662774,1,,,,,,,
3074457346476924421,2019-02-26 10:07:17 UTC,3074457346476924413,1,,,,,,,
3074457346475999884,2019-02-25 20:07:57 UTC,3074457346476032221,1,,,,,,,
3074457346439907584,2019-02-06 22:12:50 UTC,3074457346439907574,1,,,,,,,
3074457346464126278,2019-02-19 17:01:12 UTC,3074457346464140396,1,,,,,,,
3074457346481449949,2019-02-28 01:37:37 UTC,3074457346481412148,1,,,,,,,
3074457346435911453,2019-02-05 10:03:28 UTC,3074457346435911451,1,,,,,,,
3074457346456426115,2019-02-15 08:15:50 UTC,3074457346456467816,1,,,,,,,
3074457346460442867,2019-02-18 05:19:00 UTC,3074457346460406351,1,,,,,,,
3074457346451227968,2019-02-12 20:12:46 UTC,3074457346451227958,1,,,,,,,
3074457346481467877,2019-02-28 01:49:27 UTC,3074457346481484848,1,,,,,,,
3074457346439090373,2019-02-06 15:41:37 UTC,3074457346183029486,1,,,,,,,
3074457346443937647,2019-02-08 16:51:09 UTC,3074457346443920372,1,,,,,,,
3074457346476868779,2019-02-26 09:21:47 UTC,3074457346476817508,1,,,,,,,
3074457346451580895,2019-02-13 00:57:21 UTC,3074457346449248270,1,,,,,,,
3074457346454227577,2019-02-14 06:26:08 UTC,3074457346454226686,1,,,,,,,
3074457346465175661,2019-02-20 07:01:18 UTC,3074457346465111205,1,,,,,,,
3074457346441686709,2019-02-07 17:12:29 UTC,3074457346441541485,1,,,,,,,
3074457346470838483,2019-02-22 15:01:00 UTC,3074457346470838458,1,,,,,,,
3074457346478909167,2019-02-27 00:46:37 UTC,3074457346478909157,1,,,,,,,
3074457346446141441,2019-02-10 14:11:34 UTC,3074457346446231828,1,,,,,,,
3074457346459502832,2019-02-17 10:49:37 UTC,3074457346459502830,1,,,,,,,
3074457346435184236,2019-02-04 21:16:16 UTC,3074457346435106484,1,,,,,,,
3074457346442193703,2019-02-07 21:00:01 UTC,3074457346442193690,1,,,,,,,
3074457346454227440,2019-02-14 06:26:04 UTC,3074457346454227439,1,,,,,,,
3074457346465720532,2019-02-20 12:35:37 UTC,3074457346465785688,1,,,,,,,
3074457346463376085,2019-02-19 13:09:06 UTC,3074457346463429624,1,,,,,,,
3074457346470908289,2019-02-22 15:35:09 UTC,3074457346470928016,1,,,,,,,
3074457346443338419,2019-02-08 13:58:55 UTC,3074457346443344974,1,,,,,,,
3074457346454360582,2019-02-14 08:29:11 UTC,3074457346454324814,1,,,,,,,
3074457346435332984,2019-02-05 00:43:09 UTC,3074457346435400142,1,,,,,,,
3074457346473394713,2019-02-24 13:32:01 UTC,3074457346473394711,1,,,,,,,
3074457346474666381,2019-02-25 11:16:15 UTC,3074457346474727604,1,,,,,,,
3074457346465592474,2019-02-20 11:26:58 UTC,3074457346465637143,1,,,,,,,
3074457346455786039,2019-02-14 19:13:09 UTC,3074457346455786037,1,,,,,,,
3074457346436468228,2019-02-05 14:41:40 UTC,3074457346436435551,1,,,,,,,
3074457346483721448,2019-02-28 22:30:08 UTC,3074457346483723691,1,,,,,,,
3074457346460123722,2019-02-17 19:35:27 UTC,3074457346460076419,1,,,,,,,
3074457346475103037,2019-02-25 14:21:33 UTC,3074457346279123092,1,,,,,,,
3074457346470408653,2019-02-22 11:56:06 UTC,3074457346470371552,1,,,,,,,
